OID,ec5_uuid,created_at,uploaded_at,title,1_Name_of_the_data_c,2_Date_of_Data_colle,3_Girth_of_the_tree_,4_Time_of_Data_colle,5_Name_of_the_tree__,Lat,Long,accuracy_6_Please_add_locatio,UTM_Northing_6_Please_add_locatio,UTM_Easting_6_Please_add_locatio,UTM_Zone_6_Please_add_locatio,7_Height_of_the_tree,8_Type_of_tree,9_Type_of_tree,10_Whether_fruiting_,11_Whether_flowering,12_Type_of_Leaves,13_Please_take_a_pho,14_Please_click_the_,15_Health_of_the_tre,16_Whether_bird_nest,17_Canopy_cover,18_Any_other_comment
193,c4283649-e641-4d23-84b8-77a34054366f,2024-11-10T07:07:16.000Z,2024-11-10T16:34:29.000Z,c4283649-e641-4d23-84b8-77a34054366f,Supriya Dipak Bakal,10-11-2024,20,12:35,Palm tree,18.457705,73.85458,5,2041208,379053,43Q,8,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=c4283649-e641-4d23-84b8-77a34054366f_1731222419.jpg,,Looks Good ,no,sparse,
194,4ad6bb12-a5b3-4529-8402-11499d76bb36,2024-11-10T07:07:04.000Z,2024-11-10T07:53:26.000Z,4ad6bb12-a5b3-4529-8402-11499d76bb36,Vaishnavi Malpani,06-04-2000,18,12:35,Palm Tree,18.457645,73.854793,4,2041201,379075,43Q,16,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=4ad6bb12-a5b3-4529-8402-11499d76bb36_1731222409.jpg,,looks dry ,no,sparse,
195,8cfdca15-d52f-4a40-bb30-46533ea24ddd,2024-11-10T07:07:03.000Z,2024-11-10T07:15:53.000Z,8cfdca15-d52f-4a40-bb30-46533ea24ddd,Archana Kokare,10-11-2024,21,12:36,Lemon,18.458803,73.855714,4,2041328,379173,43Q,13,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=8cfdca15-d52f-4a40-bb30-46533ea24ddd_1731222410.jpg,,Looks Good ,no,moderate,
196,32202398-a594-4a3e-ad95-a227c80171dc,2024-11-10T07:06:25.000Z,2024-11-10T07:14:09.000Z,32202398-a594-4a3e-ad95-a227c80171dc,Ketki Adkar,10-11-2024,60,12:32,Suru,18.458247,73.852835,3,2041269,378869,43Q,20,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=32202398-a594-4a3e-ad95-a227c80171dc_1731222364.jpg,,looks dry ,no,sparse,
197,b9743aa7-7d2e-48ad-bb01-24bdfbc075b4,2024-11-10T07:06:17.000Z,2024-11-10T07:14:06.000Z,b9743aa7-7d2e-48ad-bb01-24bdfbc075b4,Shailesh Kumar,10-11-2024,110,12:34,Eucalyptus,18.456943,73.853898,4,2041124,378980,43Q,45,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=b9743aa7-7d2e-48ad-bb01-24bdfbc075b4_1731222363.jpg,,Looks Good ,no,sparse,
198,bebc497b-17fc-4eb2-bcd3-dab31ac140d9,2024-11-10T07:05:59.000Z,2024-11-10T07:48:50.000Z,bebc497b-17fc-4eb2-bcd3-dab31ac140d9,Sakshika Gupta,10-11-2024,100,12:34,Neem,18.456564,73.855303,3,2041081,379128,43Q,18,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=bebc497b-17fc-4eb2-bcd3-dab31ac140d9_1731222343.jpg,,Looks Good ,Yes,moderate,
199,2fa121c6-c414-432a-85f9-b66f7033d849,2024-11-10T07:05:54.000Z,2024-11-10T07:33:07.000Z,2fa121c6-c414-432a-85f9-b66f7033d849,Vijay bohra,10-11-2024,35,12:34,Gulmohar,18.457692,73.855075,4,2041206,379105,43Q,12,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=2fa121c6-c414-432a-85f9-b66f7033d849_1731222332.jpg,,Looks Good ,no,Dense,Nil
200,0f1f9873-966c-4cf8-8998-95bf10d5d5a8,2024-11-10T07:05:33.000Z,2024-11-10T07:11:59.000Z,0f1f9873-966c-4cf8-8998-95bf10d5d5a8,ANOOP kumar,10-11-2024,30,12:34,Neem,18.458893,73.855957,2,2041338,379199,43Q,8,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=0f1f9873-966c-4cf8-8998-95bf10d5d5a8_1731222319.jpg,,Looks Good ,no,moderate,
201,d24f6413-f07f-4566-a4ee-985bc53b4454,2024-11-10T07:05:33.000Z,2024-11-10T07:06:13.000Z,d24f6413-f07f-4566-a4ee-985bc53b4454,Dattatraya Chaudhari,10-11-2024,80,12:33,Eucalyptus,18.456905,73.853942,4,2041120,378985,43Q,10,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=d24f6413-f07f-4566-a4ee-985bc53b4454_1731222275.jpg,,infested with insects ,no,sparse,
202,86d7c32a-4fb5-43e6-ada0-d7c2710a491b,2024-11-10T07:05:10.000Z,2024-11-10T07:05:16.000Z,86d7c32a-4fb5-43e6-ada0-d7c2710a491b,Souvic,10-11-2024,45,12:33,Coconut,18.456752,73.855119,2,2041102,379109,43Q,3,Native,Evergreen ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=86d7c32a-4fb5-43e6-ada0-d7c2710a491b_1731222286.jpg,,Looks Good ,no,sparse,No coconut seen
203,c0e28646-94fb-4432-a728-40ce68408d29,2024-11-10T07:04:44.000Z,2024-11-10T07:04:50.000Z,c0e28646-94fb-4432-a728-40ce68408d29,Trupti Pundekar,10-11-2024,105,12:32,Eucalyptus,18.457056,73.854035,16,2041136,378995,43Q,15,Exotic ,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=c0e28646-94fb-4432-a728-40ce68408d29_1731222240.jpg,,Looks Good ,no,sparse,Strong and Durable
204,5a10b547-b6c0-49cf-96db-dc3eb8107a7f,2024-11-10T07:04:34.000Z,2024-11-10T07:11:08.000Z,5a10b547-b6c0-49cf-96db-dc3eb8107a7f,Nitin,10-11-2024,5,12:33,Papalya,18.456804,73.855127,4,2041108,379110,43Q,3,Native,Evergreen ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=5a10b547-b6c0-49cf-96db-dc3eb8107a7f_1731222259.jpg,,looks dry ,no,sparse,
205,7df92273-fdb0-4a48-b3c8-720cf334460c,2024-11-10T07:04:30.000Z,2024-11-10T07:10:12.000Z,7df92273-fdb0-4a48-b3c8-720cf334460c,Sireesha,10-11-2024,20,12:30,Lanceleaf Marble Tree.,18.458749,73.855589,19,2041323,379160,43Q,10,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=7df92273-fdb0-4a48-b3c8-720cf334460c_1731222254.jpg,,Looks Good ,no,sparse,
206,15d82d7f-50b4-4ea3-98d1-4fa3dee6450a,2024-11-10T07:04:28.000Z,2024-11-10T07:17:54.000Z,15d82d7f-50b4-4ea3-98d1-4fa3dee6450a,Yogesh,10-11-2024,40,12:32,Buccaneer palm,18.4588,73.855503,2,2041328,379151,43Q,10,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=15d82d7f-50b4-4ea3-98d1-4fa3dee6450a_1731222257.jpg,,Looks Good ,no,sparse,
207,e5c0dad9-1fc2-47b7-a3a6-c8f7114237a9,2024-11-10T07:04:11.000Z,2024-11-10T07:14:04.000Z,e5c0dad9-1fc2-47b7-a3a6-c8f7114237a9,Shailesh Kumar,10-11-2024,35,12:32,Eucalyptus,18.456943,73.853865,5,2041124,378976,43Q,35,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=e5c0dad9-1fc2-47b7-a3a6-c8f7114237a9_1731222237.jpg,,Looks Good ,no,sparse,
208,63101410-a5c7-4d45-9f21-6ea647bf967b,2024-11-10T07:03:59.000Z,2024-11-10T07:11:57.000Z,63101410-a5c7-4d45-9f21-6ea647bf967b,Anoop kumar,10-11-2024,20,12:33,Baniyan,18.458802,73.855902,2,2041328,379193,43Q,6,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=63101410-a5c7-4d45-9f21-6ea647bf967b_1731222224.jpg,,Looks Good ,no,Dense,
209,587dd04b-514f-4400-9fa1-99c75b868d8f,2024-11-10T07:03:47.000Z,2024-11-10T07:48:48.000Z,587dd04b-514f-4400-9fa1-99c75b868d8f,Gayatri Deshpande,10-11-2024,150,12:32,Benth,18.45677,73.854974,7,2041104,379093,43Q,20,Exotic ,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=587dd04b-514f-4400-9fa1-99c75b868d8f_1731222200.jpg,,Looks Good ,Yes,Dense,No
210,7eaf208c-326f-4969-9b01-7ccb3d196d1c,2024-11-10T07:03:44.000Z,2024-11-10T07:33:05.000Z,7eaf208c-326f-4969-9b01-7ccb3d196d1c,Vijay bohra,10-11-2024,45,12:32,Gulmohar,18.457681,73.85503,4,2041205,379100,43Q,12,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=7eaf208c-326f-4969-9b01-7ccb3d196d1c_1731222205.jpg,,Looks Good ,no,Dense,Nil
211,0cda7e47-6490-47d8-9714-c3b39d7777d3,2024-11-10T07:03:26.000Z,2024-11-10T07:53:23.000Z,0cda7e47-6490-47d8-9714-c3b39d7777d3,Vaishnavi Malpani,10-11-2000,26,12:28,Palm Tree,18.457741,73.85417,4,2041212,379009,43Q,14,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=0cda7e47-6490-47d8-9714-c3b39d7777d3_1731222191.jpg,,looks dry ,no,sparse,
212,23430253-a12e-469c-9035-736202d56002,2024-11-10T07:03:26.000Z,2024-11-10T07:40:49.000Z,23430253-a12e-469c-9035-736202d56002,Manisha,10-11-2024,12,12:31,Mango,18.457979,73.852927,4,2041239,378878,43Q,4,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=23430253-a12e-469c-9035-736202d56002_1731222188.jpg,,Looks Good ,no,moderate,No
213,9302ccd4-079e-4cd7-a087-20d7d4949865,2024-11-10T07:03:18.000Z,2024-11-10T07:03:33.000Z,9302ccd4-079e-4cd7-a087-20d7d4949865,Rohit kumbhar,10-11-2024,50,12:31,Rain tree,18.456806,73.853937,5,2041109,378984,43Q,3,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=9302ccd4-079e-4cd7-a087-20d7d4949865_1731222160.jpg,,Looks Good ,no,sparse,Good
214,01c0a950-1731-4b41-81ac-1728f3dc86e3,2024-11-10T07:02:52.000Z,2024-11-10T07:10:22.000Z,01c0a950-1731-4b41-81ac-1728f3dc86e3,Nitin,10-11-2024,100,12:31,Satparni,18.45679,73.855104,4,2041106,379107,43Q,40,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=01c0a950-1731-4b41-81ac-1728f3dc86e3_1731222156.jpg,,Looks Good ,Yes,Dense,
215,16f3023f-1ba2-49b6-9df9-62d9bb3987f5,2024-11-10T07:02:42.000Z,2024-11-10T07:52:28.000Z,16f3023f-1ba2-49b6-9df9-62d9bb3987f5,Supriya Dipak Bakal,10-11-2024,22,12:31,Palm tree,18.457686,73.854373,5,2041206,379031,43Q,9,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=16f3023f-1ba2-49b6-9df9-62d9bb3987f5_1731222142.jpg,,Looks Good ,no,sparse,
216,07399ecc-11a0-42af-8a7d-1f9b5488d4ae,2024-11-10T07:02:39.000Z,2024-11-10T07:02:46.000Z,07399ecc-11a0-42af-8a7d-1f9b5488d4ae,Lakshita,10-11-2024,60,12:29,Yellow Cassia,18.458178,73.852848,2,2041261,378870,43Q,5,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=07399ecc-11a0-42af-8a7d-1f9b5488d4ae_1731222141.jpg,,Looks Good ,no,moderate,
217,0816d80d-8f96-42f2-99d3-0326d4d2237b,2024-11-10T07:02:30.000Z,2024-11-10T07:02:40.000Z,0816d80d-8f96-42f2-99d3-0326d4d2237b,Souvic,10-11-2024,70,12:29,Benth,18.456738,73.85479,4,2041101,379074,43Q,10,Exotic ,Deciduous ,No,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=0816d80d-8f96-42f2-99d3-0326d4d2237b_1731222122.jpg,,Looks Good ,no,moderate,Nil
218,41c9ba23-46ce-4764-bbb1-e7f88708e546,2024-11-10T07:02:29.000Z,2024-11-10T07:02:35.000Z,41c9ba23-46ce-4764-bbb1-e7f88708e546,Dattatraya Chaudhari,10-11-2024,10,12:30,Hibiscus,18.456921,73.853838,4,2041121,378974,43Q,3,Exotic ,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=41c9ba23-46ce-4764-bbb1-e7f88708e546_1731222136.jpg,,Looks Good ,no,moderate,
219,3ecf11e3-2f23-4411-9978-10cfbdcd62b9,2024-11-10T07:02:02.000Z,2024-11-10T07:14:02.000Z,3ecf11e3-2f23-4411-9978-10cfbdcd62b9,Shailesh Kumar,10-11-2024,35,12:30,Rain tree,18.456958,73.853808,6,2041126,378970,43Q,10,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=3ecf11e3-2f23-4411-9978-10cfbdcd62b9_1731222106.jpg,,Looks Good ,no,sparse,
220,a22d2ce3-81b3-4426-a9db-9281393bdd1a,2024-11-10T07:01:52.000Z,2024-11-10T07:11:55.000Z,a22d2ce3-81b3-4426-a9db-9281393bdd1a,Anoop kumar,10-11-2024,25,12:30,Fiscus Benjamin,18.45874,73.855462,2,2041322,379146,43Q,6,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=a22d2ce3-81b3-4426-a9db-9281393bdd1a_1731222079.jpg,,Looks Good ,no,Dense,Always cropping the tree
221,845508a8-fa05-47c0-bae8-51176b7edcf3,2024-11-10T07:01:44.000Z,2024-11-10T07:14:07.000Z,845508a8-fa05-47c0-bae8-51176b7edcf3,Ketki Adkar,10-11-2024,150,12:28,Darwin black wattle,18.458122,73.852857,8,2041255,378871,43Q,25,Exotic ,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=845508a8-fa05-47c0-bae8-51176b7edcf3_1731222085.jpg,,Looks Good ,no,moderate,
222,9a4ed6f2-aefc-475f-9c26-5aef379c1d12,2024-11-10T07:01:31.000Z,2024-11-10T07:48:46.000Z,9a4ed6f2-aefc-475f-9c26-5aef379c1d12,Sakshika Gupta,10-11-2024,120,12:29,Albizia Benth,18.456792,73.854846,8,2041107,379080,43Q,20,Exotic ,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=9a4ed6f2-aefc-475f-9c26-5aef379c1d12_1731222067.jpg,,Looks Good ,Yes,moderate,
223,830b2d7a-0bc9-4d9b-9868-cfd2f0bb8a8a,2024-11-10T07:01:21.000Z,2024-11-10T07:40:47.000Z,830b2d7a-0bc9-4d9b-9868-cfd2f0bb8a8a,Manisha,10-11-2024,15,12:30,Indian cork,18.45798,73.852905,4,2041239,378876,43Q,6,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=830b2d7a-0bc9-4d9b-9868-cfd2f0bb8a8a_1731222059.jpg,,Looks Good ,no,sparse,No
224,205a0474-ed9a-4f7b-b1b1-7ebcf1370ded,2024-11-10T07:01:21.000Z,2024-11-10T07:10:17.000Z,205a0474-ed9a-4f7b-b1b1-7ebcf1370ded,Nitin,10-11-2024,35,12:30,Satparni,18.456841,73.855043,4,2041112,379101,43Q,10,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=205a0474-ed9a-4f7b-b1b1-7ebcf1370ded_1731222070.jpg,,Looks Good ,no,moderate,
225,00e8efec-26b8-4be7-8326-3b31ba612bb3,2024-11-10T07:00:44.000Z,2024-11-10T16:35:05.000Z,00e8efec-26b8-4be7-8326-3b31ba612bb3,Supriya Dipak Bakal,10-11-2024,22,12:29,Palm tree,18.457664,73.854346,4,2041203,379028,43Q,7,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=00e8efec-26b8-4be7-8326-3b31ba612bb3_1731222033.jpg,,Looks Good ,no,sparse,
226,70c5633a-f90a-4683-b177-734549f14131,2024-11-10T07:00:37.000Z,2024-11-10T07:00:44.000Z,70c5633a-f90a-4683-b177-734549f14131,Trupti Pundekar,10-11-2024,112,12:28,Rain tree,18.457067,73.854018,16,2041138,378993,43Q,90,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=70c5633a-f90a-4683-b177-734549f14131_1731222018.jpg,,Looks Good ,no,moderate,Durable
227,593b9151-3a9f-4835-b342-a2f645a5db0f,2024-11-10T07:00:28.000Z,2024-11-10T07:00:39.000Z,593b9151-3a9f-4835-b342-a2f645a5db0f,Rohit kumbhar,10-11-2024,140,12:28,Rain tree,18.456876,73.853763,4,2041117,378966,43Q,45,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=593b9151-3a9f-4835-b342-a2f645a5db0f_1731221988.jpg,,Looks Good ,no,Dense,Good
228,45dbba70-5e1b-43ca-9cdf-41f37a927e9b,2024-11-10T07:00:18.000Z,2024-11-10T07:15:51.000Z,45dbba70-5e1b-43ca-9cdf-41f37a927e9b,Archana Kokare,10-11-2024,64,12:29,Green royal palm tree,18.458784,73.85515,4,2041327,379113,43Q,45,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=45dbba70-5e1b-43ca-9cdf-41f37a927e9b_1731222003.jpg,,Looks Good ,no,moderate,
229,680fa611-e11b-4c71-8c0f-a3bea99a19b8,2024-11-10T07:00:10.000Z,2024-11-10T07:14:00.000Z,680fa611-e11b-4c71-8c0f-a3bea99a19b8,Shailesh Kumar,10-11-2024,70,12:28,Eucalyptus,18.456966,73.853812,6,2041126,378971,43Q,40,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=680fa611-e11b-4c71-8c0f-a3bea99a19b8_1731221992.jpg,,Looks Good ,no,sparse,
230,00ff5f32-dec0-4dd0-8c58-4c4421f35f21,2024-11-10T07:00:01.000Z,2024-11-10T07:10:12.000Z,00ff5f32-dec0-4dd0-8c58-4c4421f35f21,Nitin,10-11-2024,50,12:25,Satparni,18.456867,73.854784,4,2041115,379073,43Q,35,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=00ff5f32-dec0-4dd0-8c58-4c4421f35f21_1731221989.jpg,,Looks Good ,Yes,Dense,
231,3316cb2b-5567-49cc-b443-865581b199fa,2024-11-10T06:59:36.000Z,2024-11-10T06:59:42.000Z,3316cb2b-5567-49cc-b443-865581b199fa,Dattatraya Chaudhari,10-11-2024,170,12:28,Eucalyptus,18.456907,73.853837,4,2041120,378974,43Q,60,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=3316cb2b-5567-49cc-b443-865581b199fa_1731221963.jpg,,Looks Good ,no,sparse,
232,1a1fc62e-e466-4b77-b21c-d73259a59330,2024-11-10T06:59:34.000Z,2024-11-10T07:10:10.000Z,1a1fc62e-e466-4b77-b21c-d73259a59330,Sireesha,10-11-2024,20,12:27,Mango,18.458885,73.855381,13,2041338,379138,43Q,20,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=1a1fc62e-e466-4b77-b21c-d73259a59330_1731221951.jpg,,Looks Good ,no,moderate,
233,31014166-6fbe-45c4-ae0a-12176714c5f9,2024-11-10T06:59:32.000Z,2024-11-10T07:17:52.000Z,31014166-6fbe-45c4-ae0a-12176714c5f9,Yogesh,10-11-2024,20,12:27,Plumeria rubra,18.45863,73.854955,4,2041310,379093,43Q,6,Exotic ,Deciduous ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=31014166-6fbe-45c4-ae0a-12176714c5f9_1731221958.jpg,,Looks Good ,no,moderate,
234,dd0169f2-fa6b-46d3-a132-49be01dfb148,2024-11-10T06:59:29.000Z,2024-11-10T07:40:45.000Z,dd0169f2-fa6b-46d3-a132-49be01dfb148,Manisha,10-11-2024,100,12:28,Indian cork,18.45801,73.85289,4,2041243,378874,43Q,8,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=dd0169f2-fa6b-46d3-a132-49be01dfb148_1731221953.jpg,,Looks Good ,no,Dense,No
235,8f6e94bc-8b17-4fde-8684-56e97bbaadf6,2024-11-10T06:59:10.000Z,2024-11-10T07:11:53.000Z,8f6e94bc-8b17-4fde-8684-56e97bbaadf6,Anoop kumar,10-11-2024,20,12:27,Mango,18.458761,73.855313,2,2041324,379131,43Q,5,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=8f6e94bc-8b17-4fde-8684-56e97bbaadf6_1731221921.jpg,,Looks Good ,no,Dense,Found bird but no nest
236,c790a036-9f0d-4d5d-9977-b51025a72947,2024-11-10T06:59:04.000Z,2024-11-10T07:33:02.000Z,c790a036-9f0d-4d5d-9977-b51025a72947,Vijay bohra,10-11-2024,20,12:27,Gulmohar,18.457633,73.854154,4,2041200,379007,43Q,12,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=c790a036-9f0d-4d5d-9977-b51025a72947_1731221922.jpg,,Looks Good ,no,Dense,Nil
237,fe8e76cb-0f8c-45aa-9734-1c122f0fa923,2024-11-10T06:58:36.000Z,2024-11-10T16:35:50.000Z,fe8e76cb-0f8c-45aa-9734-1c122f0fa923,Supriya Dipak Bakal,10-11-2024,25,12:27,Palm tree,18.457644,73.85435,4,2041201,379028,43Q,9,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=fe8e76cb-0f8c-45aa-9734-1c122f0fa923_1731221905.jpg,,Looks Good ,no,sparse,
238,cb0d7abc-0210-429e-b922-e42e3d57629f,2024-11-10T06:58:07.000Z,2024-11-10T07:53:21.000Z,cb0d7abc-0210-429e-b922-e42e3d57629f,Vaishnavi Malpani,06-04-2000,28,12:26,Palm,18.45774,73.854396,4,2041212,379033,43Q,18,Native,Deciduous ,,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=cb0d7abc-0210-429e-b922-e42e3d57629f_1731221869.jpg,,looks dry ,no,sparse,
239,33a3876d-3cc9-434a-a66d-3476978dcdd2,2024-11-10T06:57:56.000Z,2024-11-10T07:14:05.000Z,33a3876d-3cc9-434a-a66d-3476978dcdd2,Ketki Adkar,10-11-2024,15,12:25,Mango,18.457996,73.852906,6,2041241,378876,43Q,5,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=33a3876d-3cc9-434a-a66d-3476978dcdd2_1731221780.jpg,,Looks Good ,no,moderate,
240,43ac886a-79cf-4394-825f-f9c82264e419,2024-11-10T06:57:42.000Z,2024-11-10T06:57:47.000Z,43ac886a-79cf-4394-825f-f9c82264e419,Trupti Pundekar,10-11-2024,80,12:25,Yellow Gulmohar,18.456987,73.853624,65,2041129,378951,43Q,60,Exotic ,Evergreen ,No,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=43ac886a-79cf-4394-825f-f9c82264e419_1731221824.jpg,,Looks Good ,no,moderate,Goodlooking
241,fa435d9c-0d4d-4f94-8c0d-68e8c829efb7,2024-11-10T06:57:07.000Z,2024-11-11T03:47:21.000Z,fa435d9c-0d4d-4f94-8c0d-68e8c829efb7,Namala charanya,10-11-2024,35,12:25,Gulmohar,18.45762,73.854238,4,2041199,379016,43Q,15,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=fa435d9c-0d4d-4f94-8c0d-68e8c829efb7_1731221770.jpg,,Looks Good ,Yes,Dense,
